term_original,best_domain
pain in bith knees,msk_joint_limb
ankle pain rt,msk_joint_limb
left upper arm pain and tightness,msk_joint_limb
"Pain: Right Arm, Upper - Unspecified",msk_joint_limb
"Pain: Left Arm, Lower - Unspecified",msk_joint_limb
Toe pain left,msk_joint_limb
Toe pain right,msk_joint_limb
legs & feet pain,msk_joint_limb
Right forearm stinging,msk_joint_limb
Left Knee Clicking,msk_joint_limb
elbow pain right,msk_joint_limb
Arm/Wrist/Finger Pain,msk_joint_limb
hand pain palms,msk_joint_limb
Left hip discomfort,msk_joint_limb
Left Wrist/Hand Pain,msk_joint_limb
left toes pain,msk_joint_limb
Right Wrist/Hand Pain,msk_joint_limb
right wrist injury ,msk_joint_limb
stabbing leg pain,msk_joint_limb
right upper arm pain,msk_joint_limb
Left Side Pain (Love Handle),msk_joint_limb
lower arm pain left,msk_joint_limb
wrist and hand pain,msk_joint_limb
Right Ankle Stiffness,msk_joint_limb
Joint Pain/Dislocations,msk_joint_limb
left groin pain,msk_joint_limb
Left Ankle Stiffness,msk_joint_limb
R hip pain,msk_joint_limb
right fist pain,msk_joint_limb
Morning hand pain,msk_joint_limb
carpal tunnel pain left side,msk_joint_limb
Left Elbow ,msk_joint_limb
right finger Pain,msk_joint_limb
carpal/cubital tunnel pain,msk_joint_limb
Tendonitis of elbow,msk_joint_limb
finger joint pain right hand,msk_joint_limb
Joint Pain toes,msk_joint_limb
Left thigh ache,msk_joint_limb
pain in hands and fingers ,msk_joint_limb
wrist pain with use/movement,msk_joint_limb
Lightening bolt pain,msk_joint_limb
ankle/foot pain,msk_joint_limb
pain in left arm,msk_joint_limb
painful elbow,msk_joint_limb
right hand swollen,msk_joint_limb
arm/ wrist pain,msk_joint_limb
right hand & finger pain,msk_joint_limb
inner hand pain palm and wrist ,msk_joint_limb
left hand & finger pain,msk_joint_limb
Legs and feet pain,msk_joint_limb
cubital tunnel Pain,msk_joint_limb
Pain and/or Swelling (fingers,msk_joint_limb
sore wrist,msk_joint_limb
right wrist subluxation,msk_joint_limb
ache above the knees,msk_joint_limb
"Upper leg stiff, aching, tender",msk_joint_limb
shooting pain in hip,msk_joint_limb
right hip weakness,msk_joint_limb
left hip swelling,msk_joint_limb
leg pain both legs,msk_joint_limb
finger joint pain,msk_joint_limb
major joint pain,msk_joint_limb
"Hip/glut stiff, aching, tender",msk_joint_limb
finger dislocation,msk_joint_limb
joints hurt,msk_joint_limb
pain in hands and feet,msk_joint_limb
pain in wrists,msk_joint_limb
Limb pain,msk_joint_limb
hip pain (rhs),msk_joint_limb
Thumb left lower joint pain,msk_joint_limb
knee and leg pain,msk_joint_limb
knee pain with stairs,msk_joint_limb
aching pain in right wrist/forearm,msk_joint_limb
pain behind knees,msk_joint_limb
Nerve pain—arms and hands,msk_joint_limb
swollen elbow,msk_joint_limb
Hip Joints Stiff &/or with Pain,msk_joint_limb
swelling above left collar bone,msk_joint_limb
pain both legs,msk_joint_limb
shooting pain in Left leg ,msk_joint_limb
pain in back of left knee,msk_joint_limb
Toe pain,msk_joint_limb
Hand nerve pain (L,msk_joint_limb
Hand nerve pain (R) ,msk_joint_limb
Arm nerve pain (L),msk_joint_limb
Arm nerve pain (R),msk_joint_limb
Pain shooting down right leg,msk_joint_limb
Shooting pain Wrist,msk_joint_limb
Arm joint pain,msk_joint_limb
Sore elbow joints,msk_joint_limb
shoulder left pain,msk_joint_limb
ankle and foot pain,msk_joint_limb
thigh right pain,msk_joint_limb
left ankle swell,msk_joint_limb
thigh left pain,msk_joint_limb
knee right pain,msk_joint_limb
joint pain and stiffness (fingers) ,msk_joint_limb
joint pain and stiffness (other),msk_joint_limb
aching legs,msk_joint_limb
Pain in lower right arm,msk_joint_limb
hip issues,msk_joint_limb
left hip and pain down leg,msk_joint_limb
left leg/groin pain,msk_joint_limb
Pain - Knees,msk_joint_limb
right ankle sharp pain when step/walk,msk_joint_limb
elbow skin pain,msk_joint_limb
Shooting pain in legs,msk_joint_limb
knee tenderness,msk_joint_limb
right ankle dislocation,msk_joint_limb
arm right pain,msk_joint_limb
"Right hand numb, swollen",msk_joint_limb
tight left hip,msk_joint_limb
arm left pain,msk_joint_limb
Finger/hand pain,msk_joint_limb
Right arm/hand pain,msk_joint_limb
Arm pain radiating from shoulder,msk_joint_limb
left wrist subluxing ,msk_joint_limb
knee left pain,msk_joint_limb
Sharp pain in left elbow joint ,msk_joint_limb
torn acl ligaments,msk_joint_limb
right ankle swell,msk_joint_limb
trap/shoulder pain,msk_joint_limb
swelling in right hand and wrist,msk_joint_limb
Left elbow ache,msk_joint_limb
hand -finger stiff/swelling,msk_joint_limb
Wrist Pain (Left),msk_joint_limb
collar bone pain,msk_joint_limb
Elbows pain ,msk_joint_limb
foot pain upon standing,msk_joint_limb
Dull pain lower arm,msk_joint_limb
Left Extremity Pain,msk_joint_limb
hip grinding pain,msk_joint_limb
right toes pain,msk_joint_limb
sharp both knees,msk_joint_limb
Hip pain right,msk_joint_limb
Finger pain ache,msk_joint_limb
bone pain - leg,msk_joint_limb
bone pain - arm,msk_joint_limb
hands swelling n pain,msk_joint_limb
Hip Pain (groin),msk_joint_limb
Throbbing pain lower arm,msk_joint_limb
pain in right leg,msk_joint_limb
knees on fire and hurt,msk_joint_limb
Stabbing pain lower arm,msk_joint_limb
Stabbing pain wrist,msk_joint_limb
Aching pain wrist,msk_joint_limb
Ankle Tenderness,msk_joint_limb
Pain in armpit,msk_joint_limb
Joint/bone pain,msk_joint_limb
bone pain in right side,msk_joint_limb
left forearm,msk_joint_limb
inner hip pain,msk_joint_limb
round ligament pain,msk_joint_limb
Throbbing shoulder pain ,msk_joint_limb
Painful right thumb joint,msk_joint_limb
nerve pain left arm and hand,msk_joint_limb
right knee popping when move/walk,msk_joint_limb
right leg pain inner thight,msk_joint_limb
Throbbing pain Wrist,msk_joint_limb
Thigh Pain,msk_joint_limb
wrist pain/stiffness,msk_joint_limb
Sharp Wrist Pain,msk_joint_limb
Left hip/groin pain,msk_joint_limb
carpel tunnel - like symptoms,msk_joint_limb
swollen fingers stiff,msk_joint_limb
pain in ankles,msk_joint_limb
Right hip/groin pain,msk_joint_limb
right leg symptoms,msk_joint_limb
right and left elbow pain,msk_joint_limb
Shoulder pain left,msk_joint_limb
Lymph node pain or swelling,msk_joint_limb
inner thigh pain,msk_joint_limb
swollen forearm,msk_joint_limb
joint pain and stiffness (hips),msk_joint_limb
joint pain L knee,msk_joint_limb
Fractures,msk_joint_limb
inside right knee pain,msk_joint_limb
Right hip pain / down whole leg,msk_joint_limb
elbow/joint pain,msk_joint_limb
left tennis elbow pain,msk_joint_limb
Dull shoulder pain,msk_joint_limb
shooting pain to right knee,msk_joint_limb
stabbing pain to left knee,msk_joint_limb
Toe Ache,msk_joint_limb
pains in limbs,msk_joint_limb
joint pain wrist,msk_joint_limb
Pain&Swelling in Hands,msk_joint_limb
shoulder right pain,msk_joint_limb
Thumb right lower joint pain,msk_joint_limb
Arms and hands pain,msk_joint_limb
Pain: Right Hand,msk_joint_limb
Pain: Left Wrist,msk_joint_limb
Referred pain down legs,msk_joint_limb
Pain: Left Elbow,msk_joint_limb
Pain: Right Elbow,msk_joint_limb
Pain: Right Shoulder,msk_joint_limb
Pain: Left Foot,msk_joint_limb
Pain: Left Ankle,msk_joint_limb
Pain: Right Ankle,msk_joint_limb
Joint pain - toe,msk_joint_limb
Lower body joint pain,msk_joint_limb
lymp node pain left arm arm bend,msk_joint_limb
Pain: Right Wrist,msk_joint_limb
Hip stiffness,msk_joint_limb
left hip dislocation,msk_joint_limb
left wrist,msk_joint_limb
Pain: Left Knee,msk_joint_limb
Pain in left leg,msk_joint_limb
shoulder pain (trap),msk_joint_limb
Pain in right fingers,msk_joint_limb
Pain in left fingers,msk_joint_limb
Pain: Right Hip,msk_joint_limb
Pain: SI Joint,msk_joint_limb
shoulder pain (delt),msk_joint_limb
Index finger pain,msk_joint_limb
painful hips,msk_joint_limb
legs and hips swelling,msk_joint_limb
right kneecap pain - right side,msk_joint_limb
right shoulder laxity,msk_joint_limb
Pain: Left Hand,msk_joint_limb
knuckle pain,msk_joint_limb
pain in rt arm,msk_joint_limb
Index finger left mid joint pain,msk_joint_limb
pain in left upper arm,msk_joint_limb
left hip numbness,msk_joint_limb
Pinky finger left joint pain,msk_joint_limb
Big toe left upper joint pain,msk_joint_limb
tendonitis right elbow,msk_joint_limb
elbow/shoulder pain or weakness,msk_joint_limb
right wrist nerve pain,msk_joint_limb
left wrist nerve pain,msk_joint_limb
sharp shooting pain left wrist,msk_joint_limb
Joint or Muscle Swelling,msk_joint_limb
lower thigh pain,msk_joint_limb
bad pain in right leg under knee ,msk_joint_limb
left knee/foot - pins and needles,msk_joint_limb
arm/shoulder/collarbone pain,msk_joint_limb
swelling right lower leg,msk_joint_limb
Right shoulder joint pain,msk_joint_limb
hand and wrist pain,msk_joint_limb
Right knee stiffness,msk_joint_limb
left knee/foot - nerve/funny bone pain,msk_joint_limb
Hip Dislocation,msk_joint_limb
Full joint pain,msk_joint_limb
Joint pain fingers,msk_joint_limb
Wide spread leg pain ,msk_joint_limb
upper body joint pain,msk_joint_limb
left knee - swelling,msk_joint_limb
Middle finger right upper joint pain,msk_joint_limb
Middle finger right mid joint pain,msk_joint_limb
Finger pain/stiffness,msk_joint_limb
Middle finger left upper joint pain,msk_joint_limb
Middle finger left mid joint pain,msk_joint_limb
left foot - swelling,msk_joint_limb
Outer hip pain,msk_joint_limb
Pain: Right Knee,msk_joint_limb
pain in limbs,msk_joint_limb
leg and feet pain,msk_joint_limb
Ring finger left upper joint pain,msk_joint_limb
wrist dislocation,msk_joint_limb
hands pain,msk_joint_limb
hand finger pain,msk_joint_limb
pain in hip ,msk_joint_limb
right hip pain (burning),msk_joint_limb
ankle weekness,msk_joint_limb
Left hand pain and swelling,msk_joint_limb
Wrist Pain (Right),msk_joint_limb
fingers swelling (left hand),msk_joint_limb
Foot Pain (both),msk_joint_limb
Hip + thigh pain,msk_joint_limb
joint pain - shoulder ,msk_joint_limb
joint pain - elbow,msk_joint_limb
Joint Pain - Wrist,msk_joint_limb
right middle finger stiffness,msk_joint_limb
joint pain ankle,msk_joint_limb
Joint Pain - Hip,msk_joint_limb
swelling left lower leg,msk_joint_limb
Joint Pain - Knee,msk_joint_limb
joint pain - ankle,msk_joint_limb
pain right middle finger outside mid to tip,msk_joint_limb
Arm Stinging,msk_joint_limb
fingers swelling (right hand),msk_joint_limb
Tips of fingers swollen and painful,msk_joint_limb
joint pain or stiffness,msk_joint_limb
Joint pain Hands/Elbows/Shouldets,msk_joint_limb
righr abdomen pain,msk_joint_limb
Cramp in left hand/arm,msk_joint_limb
shoulder popping,msk_joint_limb
Foot Pain - Right,msk_joint_limb
Ring finger right upper joint pain,msk_joint_limb
knee noise,msk_joint_limb
Right thumb pain,msk_joint_limb
Shoulder tip pain,msk_joint_limb
Index finger left lower joint pain,msk_joint_limb
"severe shoulder pain, unable to use arm(s)",msk_joint_limb
left leg ache and pain,msk_joint_limb
left arm ache and pain,msk_joint_limb
Middle finger right lower joint pain,msk_joint_limb
Thumb right upper joint pain,msk_joint_limb
Thumb left upper joint pain,msk_joint_limb
leg hip feet pain at night,msk_joint_limb
right shoulder locked up,msk_joint_limb
Index finger left upper joint pain,msk_joint_limb
Foot pain left,msk_joint_limb
Pain: Left Hip,msk_joint_limb
"Right Leg ""Growing Pains"" ",msk_joint_limb
Thumb pain left,msk_joint_limb
Itchy ankles or inner knee,msk_joint_limb
Ring finger left mid joint pain,msk_joint_limb
severe all over joint muscle pain,msk_joint_limb
Underarm referred pain,msk_joint_limb
Pinky finger right joint pain,msk_joint_limb
arm and wrist pain,msk_joint_limb
right kneecap pain - bottom right,msk_joint_limb
Smaller toes right joint pain,msk_joint_limb
Smaller toes left joint pain,msk_joint_limb
Joint Pain - hip(s),msk_joint_limb
Joint & Muscle Pain - upper right body,msk_joint_limb
aching pain in left wrist/forearm,msk_joint_limb
Sore Muscles Hip,msk_joint_limb
"Left Leg ""Growing Pains""",msk_joint_limb
hands and wrists hurt,msk_joint_limb
left shoulder,msk_joint_limb
aching shoulder,msk_joint_limb
carpal tunnel,msk_joint_limb
Left fingers pain,msk_joint_limb
unbearable arm pain,msk_joint_limb
acute shoulder pain,msk_joint_limb
rt leg calf pain and upper thigh pain ,msk_joint_limb
numbness L arm below elbow,msk_joint_limb
Hand and foot morning pain,msk_joint_limb
Leg Pain Nighttime ,msk_joint_limb
Right knee subluxation/dislocation,msk_joint_limb
shooting then dull pain to left hand,msk_joint_limb
pain right leg,msk_joint_limb
Pain around hips,msk_joint_limb
Groin/hip pain,msk_joint_limb
arch pain - right foot,msk_joint_limb
arms pain,msk_joint_limb
joint pain - hips,msk_joint_limb
pain in hand,msk_joint_limb
Pain in right shoulder,msk_joint_limb
right hand swelling,msk_joint_limb
arch pain - left foot,msk_joint_limb
cuboid pain - right foot,msk_joint_limb
Knee pain medidal,msk_joint_limb
joint pain other,msk_joint_limb
Right Shoulder Subluxation/Dislocation,msk_joint_limb
Hip pain - early morning,msk_joint_limb
Left Leg Pain- Shooting,msk_joint_limb
shoulders and arms aching,msk_joint_limb
Swollen left knee,msk_joint_limb
cuboid pain - left foot,msk_joint_limb
Joint pain hand right,msk_joint_limb
left knee pain,msk_joint_limb
Upper thigh pain,msk_joint_limb
right shoulder pain,msk_joint_limb
top of arm pain ,msk_joint_limb
Arm pain and weakness,msk_joint_limb
swelling shoulder,msk_joint_limb
Pain hands (joint),msk_joint_limb
painful forearm muscles,msk_joint_limb
Shoulder pains,msk_joint_limb
sharp shoulder pain (right),msk_joint_limb
right shoulder pain -night,msk_joint_limb
hip pelvis pain,msk_joint_limb
Left Hip ,msk_joint_limb
Stabbing Pain - Knee,msk_joint_limb
left elbow and arm,msk_joint_limb
Index finger right lower joint pain,msk_joint_limb
Finger pain,msk_joint_limb
ankle joint pain,msk_joint_limb
right foot pain - sharp,msk_joint_limb
upperarm pain,msk_joint_limb
upper foot pain,msk_joint_limb
Bone pain,msk_joint_limb
Rt hand ring finger pain ,msk_joint_limb
left hip pain,msk_joint_limb
left shoulder pain,msk_joint_limb
Joint Pain- Feet,msk_joint_limb
hip pain shooting,msk_joint_limb
elbow joint sore,msk_joint_limb
Arm pain,msk_joint_limb
knee and calf pain,msk_joint_limb
finger joint swelling,msk_joint_limb
Elbow pain,msk_joint_limb
rt toe pain,msk_joint_limb
Right Leg Pain- Shooting,msk_joint_limb
Pain/Ache in elbows,msk_joint_limb
when my knee pops out of place,msk_joint_limb
Arm and Leg pain,msk_joint_limb
Hip pain,msk_joint_limb
knee pain (both),msk_joint_limb
Ankle Pain (Left),msk_joint_limb
Ankle Pain (Right),msk_joint_limb
Right arm pain/numbness,msk_joint_limb
pain in hamd joints,msk_joint_limb
Arm pain (left,msk_joint_limb
"Joint pain, swelling, stiffness",msk_joint_limb
Ankle Pain (R),msk_joint_limb
Ankle Pain (L),msk_joint_limb
Fingers Pain (R),msk_joint_limb
Wrist Pain (R),msk_joint_limb
Wrist Pain (L),msk_joint_limb
Elbow Pain (R),msk_joint_limb
Elbow Pain (L),msk_joint_limb
Shoulder Pain (R),msk_joint_limb
Shoulder Pain (L),msk_joint_limb
right knee clicking,msk_joint_limb
slight pain in left foot side,msk_joint_limb
hand & foot pain,msk_joint_limb
finger and hand pain,msk_joint_limb
Right Hand Finger Pain,msk_joint_limb
Nerve Pain - Lower Arms / Hands,msk_joint_limb
Elbow tendon sore,msk_joint_limb
Wrist/Thumb Pain,msk_joint_limb
Left Hand Finger Pain,msk_joint_limb
Joint pain,msk_joint_limb
SI joints pain ,msk_joint_limb
Knee pain,msk_joint_limb
Shoulder pain,msk_joint_limb
leg pains,msk_joint_limb
thigh pain left,msk_joint_limb
hyoid bone pain,msk_joint_limb
Right knee pain,msk_joint_limb
Aching wrists,msk_joint_limb
dislocation/unsafe-feeling joints,msk_joint_limb
Ankle pain,msk_joint_limb
left hip joint pain & stiffness,msk_joint_limb
toe joint pain- left,msk_joint_limb
outer left knee pain,msk_joint_limb
Right Hip Pain,msk_joint_limb
hand pain thumb,msk_joint_limb
weird wrist pain,msk_joint_limb
tendon tightness -hands/ankles,msk_joint_limb
Upper thigh or groin pain,msk_joint_limb
Right leg pain - Brake ,msk_joint_limb
muscle pain in right forearm,msk_joint_limb
Elbow Pain (Right),msk_joint_limb
hip movement & pain,msk_joint_limb
toe joint pain - right,msk_joint_limb
swelling of forearms,msk_joint_limb
Wrist pain,msk_joint_limb
Hip Pain (R),msk_joint_limb
sore hip,msk_joint_limb
Joint Pain - Other,msk_joint_limb
right elbow and ankle pain,msk_joint_limb
Foot pain,msk_joint_limb
Hand pain,msk_joint_limb
sharp leg pain,msk_joint_limb
Leg pain,msk_joint_limb
Stabbing shoulder pain,msk_joint_limb
knees pain,msk_joint_limb
pain joint,msk_joint_limb
Foot Pain (Right),msk_joint_limb
right wrist pain,msk_joint_limb
Knee Hot & Swelling,msk_joint_limb
elbow joint pain - right,msk_joint_limb
Arm Pain - Upper Left,msk_joint_limb
Arm Pain - Upper Right,msk_joint_limb
left arm numb pain,msk_joint_limb
pain/discomfort in arms,msk_joint_limb
pain/discomfort in legs,msk_joint_limb
right elbow pain,msk_joint_limb
Hand Finger Ache,msk_joint_limb
pain behind the left knee,msk_joint_limb
Arm Pain - Forearm Right,msk_joint_limb
shoulder pain in joint,msk_joint_limb
Joint pain/instability,msk_joint_limb
Arm Pain - Forearm Left,msk_joint_limb
left hand pain,msk_joint_limb
Joint Pain - Hands,msk_joint_limb
Hip pain - rest of day,msk_joint_limb
left ring finger pain,msk_joint_limb
Hands hurt,msk_joint_limb
ankle joint pain pm,msk_joint_limb
joint/ body pain,msk_joint_limb
right leg pain,msk_joint_limb
neuropathy left arm,msk_joint_limb
leg pain during night,msk_joint_limb
right hip flexor pain,msk_joint_limb
shooting pain in hands,msk_joint_limb
Hand/Arm Pain,msk_joint_limb
pain in both ankles,msk_joint_limb
left femur pain,msk_joint_limb
left leg pain,msk_joint_limb
elbow joint pain - left,msk_joint_limb
pain/discomfort in hands,msk_joint_limb
left front knee pain,msk_joint_limb
right front knee pain,msk_joint_limb
pins & needles right foot to knee,msk_joint_limb
left elbow pain golfers,msk_joint_limb
pins & needles left foot to knee,msk_joint_limb
left hip adductor pain,msk_joint_limb
pain/numbness in right arm and fingers ,msk_joint_limb
joint pain from the waist down ,msk_joint_limb
Leg pain (L) ,msk_joint_limb
bumps on knee,msk_joint_limb
left swollen toe,msk_joint_limb
feet / ankles hurt/ sore,msk_joint_limb
Sore Wrists,msk_joint_limb
Joint/Ligament Pain,msk_joint_limb
right foot/toe pain,msk_joint_limb
tendon and joint pain,msk_joint_limb
leg aches,msk_joint_limb
left knee Swollen,msk_joint_limb
painful wrists and inner arms,msk_joint_limb
Right hip pain PM,msk_joint_limb
foot pain when standing,msk_joint_limb
Nerve pain throbbing LO thigh,msk_joint_limb
relentless elbow pain,msk_joint_limb
Middle finger left lower joint pain,msk_joint_limb
outer hip/thigh pain,msk_joint_limb
Left knee stiffness,msk_joint_limb
left side of knee pain,msk_joint_limb
right side of knee pain,msk_joint_limb
Right thumb joint pain,msk_joint_limb
left foot pain,msk_joint_limb
sharp hip pain,msk_joint_limb
Rt hip pain,msk_joint_limb
Ligament pain,msk_joint_limb
collarbone swelling,msk_joint_limb
joint pain (feet),msk_joint_limb
Acute hip pain,msk_joint_limb
right ankle pain,msk_joint_limb
wrist/tendon or carpal tunnel pain,msk_joint_limb
left wrist pain,msk_joint_limb
Right foot pain,msk_joint_limb
elbow right,msk_joint_limb
elbow left,msk_joint_limb
Shooting pain down limbs,msk_joint_limb
left knee/foot - bone deep ache,msk_joint_limb
SI Joint Pain,msk_joint_limb
joint pain- elbow,msk_joint_limb
joint pain-fingers/wrist,msk_joint_limb
pain in thumb,msk_joint_limb
Joint Pain and Stiffness,msk_joint_limb
left knee subluxation/dislocation,msk_joint_limb
shooting pains down front of left thigh,msk_joint_limb
fingers/knuckles pain,msk_joint_limb
pain after walking,msk_joint_limb
sore left hip,msk_joint_limb
side of foot pain,msk_joint_limb
odd feeling in joints,msk_joint_limb
tail bone nerve pain,msk_joint_limb
Foot Pain - Left,msk_joint_limb
L hip pain/restricted movement,msk_joint_limb
Post-op shoulder surgery pain,msk_joint_limb
pain in forarms,msk_joint_limb
joint pain in knees or feet,msk_joint_limb
hand tendon pain,msk_joint_limb
Arm pain (right),msk_joint_limb
rt shoulder pain,msk_joint_limb
elbow nerve ,msk_joint_limb
left foot pain - sharp,msk_joint_limb
leg pain (femoral artery),msk_joint_limb
Arm neuropathy,msk_joint_limb
sore elbow,msk_joint_limb
knee slipping out,msk_joint_limb
right wrist,msk_joint_limb
R knee pain,msk_joint_limb
"Rotator cuff pain, right shoulder",msk_joint_limb
Pain behind left knee ,msk_joint_limb
left elbow pain,msk_joint_limb
SC Joint Pain,msk_joint_limb
pain in upper left arm,msk_joint_limb
right arm pain,msk_joint_limb
shooting leg and foot pain,msk_joint_limb
joint pain knee,msk_joint_limb
left ankle pain,msk_joint_limb
hip bpnes will not move without pain,msk_joint_limb
Hip pain left,msk_joint_limb
right tennis elbow pain,msk_joint_limb
hand and forearm pain,msk_joint_limb
pain/discomfort in hips,msk_joint_limb
knees/ feet aching ,msk_joint_limb
Pain in right foot,msk_joint_limb
hip and side pain (right side),msk_joint_limb
right hand pain,msk_joint_limb
Shoulder Pain (right),msk_joint_limb
lft hip pain,msk_joint_limb
left thigh pain,msk_joint_limb
left thumb pain- similar to carpal tunnel ,msk_joint_limb
leg pain/discomfort,msk_joint_limb
joint pain or swelling,msk_joint_limb
shoulder twinges,msk_joint_limb
hand aches - right,msk_joint_limb
left arm pain,msk_joint_limb
Bone Pain Left Shoulder,msk_joint_limb
Left shoulder joint pain,msk_joint_limb
arm tenderness/sensitivity/pain,msk_joint_limb
Weird elbow feeling,msk_joint_limb
Leg and Foot Pain,msk_joint_limb
ligament and tendon pain,msk_joint_limb
Dislocation L Wrist.,msk_joint_limb
Knee Pain - Left,msk_joint_limb
Dislocation R Shoulder.,msk_joint_limb
Dislocation L Shoulder.,msk_joint_limb
right hip burning,msk_joint_limb
shoulder joint pain,msk_joint_limb
knee and hip pain,msk_joint_limb
hip pain side,msk_joint_limb
Pain In Arch Of Foot,msk_joint_limb
pain in top of forearms ,msk_joint_limb
swelling in left leg,msk_joint_limb
left eye pain from bone ear pain,msk_joint_limb
pain in top of right ankle tendon,msk_joint_limb
joint pain in elbows and wrists,msk_joint_limb
Dislocation R Wrist.,msk_joint_limb
pain in right knee ,msk_joint_limb
left arm pain from shoulder to elbow,msk_joint_limb
joint pain legs ,msk_joint_limb
pain in left thumb,msk_joint_limb
morning hip ache,msk_joint_limb
shooting joint pain,msk_joint_limb
Overall Leg Pain,msk_joint_limb
Hand stiffness & pain,msk_joint_limb
Lt ankle (swollen/pain),msk_joint_limb
Finger joint pain (left),msk_joint_limb
Joint Pain Ankle Wrist,msk_joint_limb
Joint dislocation,msk_joint_limb
Bone Pain Left Hip,msk_joint_limb
R arm pain,msk_joint_limb
joint pain sacrum,msk_joint_limb
thumb joint pain - left,msk_joint_limb
under arm lymph nodes swollen,msk_joint_limb
Joint pain - right hand,msk_joint_limb
left finger joint pain (any),msk_joint_limb
right finger joint pain (any),msk_joint_limb
rotator cuff tear - left shoulder,msk_joint_limb
arm swelling right,msk_joint_limb
left leg pain through foot,msk_joint_limb
leg pain during day,msk_joint_limb
joint pain arm,msk_joint_limb
Foot pain right,msk_joint_limb
Swollen legs/ankles,msk_joint_limb
nerve pain right arm,msk_joint_limb
wrist left pain,msk_joint_limb
left wrist weakness,msk_joint_limb
wrist right pain,msk_joint_limb
pain in wrist,msk_joint_limb
right arm tenderness  ,msk_joint_limb
legs ache,msk_joint_limb
"inner elbow pain, not joint",msk_joint_limb
left shoulder crack,msk_joint_limb
Knee Pain - Right,msk_joint_limb
fingers painful and stiff,msk_joint_limb
left upper arm pain,msk_joint_limb
Pain in hands,msk_joint_limb
Finger pain and stiffness,msk_joint_limb
that weird excruciating wrist/hand pain,msk_joint_limb
Wrist Stiffness,msk_joint_limb
knee ankle pain,msk_joint_limb
joint pain back,msk_joint_limb
Foot/ankle pain,msk_joint_limb
Elbow stiffness,msk_joint_limb
Ankle pain left,msk_joint_limb
Dislocated finger,msk_joint_limb
pain in both hips,msk_joint_limb
shooting pains wrist hands,msk_joint_limb
Pain in wrist/s,msk_joint_limb
Knee Dislocation,msk_joint_limb
hip pain/achr,msk_joint_limb
Right collar bone pain,msk_joint_limb
Knee pain knee cap,msk_joint_limb
intense knee pain ,msk_joint_limb
Overall Joint Pain,msk_joint_limb
Ankle pain LHS,msk_joint_limb
bone pain hands,msk_joint_limb
Forearm Swelling,msk_joint_limb
left knee pain/weakness,msk_joint_limb
pain in arms,msk_joint_limb
Aches and Joint Pain,msk_joint_limb
Hand pain RHS,msk_joint_limb
Hand pain LHS,msk_joint_limb
Sharp pain in left knee,msk_joint_limb
"joint pain (neck, shoulders, elbows) ",msk_joint_limb
"joint pain (feet, knees)",msk_joint_limb
shooting pains in fingers,msk_joint_limb
tightness in inner elbow,msk_joint_limb
pointer finger pain,msk_joint_limb
outside forearm pain- dull and aching,msk_joint_limb
L hip pain,msk_joint_limb
pain right arm,msk_joint_limb
Shoulder pain - Stabbing,msk_joint_limb
stiff right elbow,msk_joint_limb
pinky joint pain,msk_joint_limb
right arm pain from shoulder to elbow,msk_joint_limb
broken or bruised bone,msk_joint_limb
upper arm muscle pain,msk_joint_limb
hand ache,msk_joint_limb
pain in small specific joints in fingers,msk_joint_limb
Forearm Tendon Pain,msk_joint_limb
right big toe pain,msk_joint_limb
Left arm and shoulder pain,msk_joint_limb
Left arm heaviness,msk_joint_limb
Other joint pain in body,msk_joint_limb
sore left arm,msk_joint_limb
muscle aches in arms and wrists,msk_joint_limb
right wrist numbness,msk_joint_limb
Shoulder pain right,msk_joint_limb
Knee catching/popping,msk_joint_limb
Arthritis pain in thumb joints,msk_joint_limb
cervical base joint pain,msk_joint_limb
legs hurt a lot ,msk_joint_limb
Joint dislocation/subluxation,msk_joint_limb
traveling stabbing joint pain,msk_joint_limb
Swelling left hand,msk_joint_limb
inside of knee tingling (where ,msk_joint_limb
sore left shoulder,msk_joint_limb
"extra joint pain fingers, ankles or toes",msk_joint_limb
hurts to bend knees,msk_joint_limb
bad wrists,msk_joint_limb
left arm pain waves,msk_joint_limb
sore/bruised pain when touched/hugged,msk_joint_limb
Right arm pain upper arm ,msk_joint_limb
Right leg upper pain,msk_joint_limb
Swelling right hand,msk_joint_limb
painful shoulder,msk_joint_limb
Knee pain LHS,msk_joint_limb
Knee pain RHS,msk_joint_limb
jount pain wrists,msk_joint_limb
Right Toe Lock and Pain,msk_joint_limb
Elbow Ache,msk_joint_limb
knee joint pain,msk_joint_limb
pain in joints,msk_joint_limb
thumb joint pain - right,msk_joint_limb
Aching wrists and hands,msk_joint_limb
"finger swelling, right hand",msk_joint_limb
"finger swelling, left hand",msk_joint_limb
joint pain (ankles),msk_joint_limb
Right Elbow Dislocation,msk_joint_limb
wrist joint pain,msk_joint_limb
leg bone pain,msk_joint_limb
arm bone pain,msk_joint_limb
"nerve pain, forearm, right",msk_joint_limb
"nerve pain, forearm, left",msk_joint_limb
pain at right elbow,msk_joint_limb
pain in hands/loss of dexterity,msk_joint_limb
stabbing shooting pain to back of left arm,msk_joint_limb
Pain due to swelling,msk_joint_limb
"nerve pain, wrist, right",msk_joint_limb
nerve pain arms and hands,msk_joint_limb
left wrist stiffness,msk_joint_limb
"shoulder pain, right",msk_joint_limb
right thumb tendon pain,msk_joint_limb
pain in outer knee,msk_joint_limb
Nerve Pain (Arms),msk_joint_limb
